# Cuts through the PSF

# Note that for the two diagonal cuts, the positions have to be
# computed as x*sqrt(2).

#x [pixels]     psf(x,0)     psf(0,x)     psf(x,x)    psf(x,-x)
        -36 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
        -35 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
        -34 1.600142e-08 0.000000e+00 0.000000e+00 0.000000e+00
        -33 6.424994e-07 0.000000e+00 0.000000e+00 0.000000e+00
        -32 2.557743e-06 0.000000e+00 0.000000e+00 0.000000e+00
        -31 3.184949e-06 0.000000e+00 0.000000e+00 0.000000e+00
        -30 3.774022e-06 4.717240e-08 1.325378e-07 0.000000e+00
        -29 4.153582e-06 1.762718e-06 1.356235e-06 2.372029e-08
        -28 4.213689e-06 2.666619e-06 1.632807e-06 5.338617e-07
        -27 5.696876e-06 3.329170e-06 1.851592e-06 9.704810e-07
        -26 6.248554e-06 3.739306e-06 1.910305e-06 1.110634e-06
        -25 6.498722e-06 4.173674e-06 1.892789e-06 1.177398e-06
        -24 7.421090e-06 5.964044e-06 1.863750e-06 1.269095e-06
        -23 7.600871e-06 6.697428e-06 1.759581e-06 1.277740e-06
        -22 8.366801e-06 7.417512e-06 2.092293e-06 1.186401e-06
        -21 8.773671e-06 7.412972e-06 3.126004e-06 1.144706e-06
        -20 8.449945e-06 7.448422e-06 5.480227e-06 2.125641e-06
        -19 1.246545e-05 7.523499e-06 7.366810e-06 2.976916e-06
        -18 1.446308e-05 7.327249e-06 1.058337e-05 4.399808e-06
        -17 1.635125e-05 1.153073e-05 1.901444e-05 6.556258e-06
        -16 2.284904e-05 1.494599e-05 2.827639e-05 1.058832e-05
        -15 3.142841e-05 1.967588e-05 3.334876e-05 1.532218e-05
        -14 3.164154e-05 2.613309e-05 4.542516e-05 1.872436e-05
        -13 4.784480e-05 2.725443e-05 5.561699e-05 2.343201e-05
        -12 7.739432e-05 4.025867e-05 6.803076e-05 3.601814e-05
        -11 8.997339e-05 7.148804e-05 8.550905e-05 5.021243e-05
        -10 9.899205e-05 1.023313e-04 1.094393e-04 6.831066e-05
         -9 7.388559e-05 1.077037e-04 1.335982e-04 8.122840e-05
         -8 1.008939e-04 6.732409e-05 1.580376e-04 8.385392e-05
         -7 1.478659e-04 8.263567e-05 1.696628e-04 1.643892e-04
         -6 2.092144e-04 2.550112e-04 3.457668e-04 2.324070e-04
         -5 8.716919e-04 8.469807e-04 5.138139e-04 2.037552e-04
         -4 9.330275e-04 1.479646e-03 4.728286e-04 2.620272e-04
         -3 1.338670e-03 1.820985e-03 9.380991e-04 6.417704e-04
         -2 1.504011e-02 1.206808e-02 1.741007e-03 8.793304e-04
         -1 6.245721e-02 5.709909e-02 3.885771e-02 3.941726e-03
          0 3.751260e-01 3.751260e-01 3.751260e-01 5.179001e-02
          1 6.296035e-02 5.179001e-02 2.500267e-02 6.296035e-02
          2 1.556563e-02 6.222582e-03 1.391945e-03 1.101115e-02
          3 1.801251e-03 6.683840e-04 6.249930e-04 1.024647e-03
          4 9.446472e-04 7.623422e-04 2.487958e-04 6.164968e-04
          5 9.336178e-04 2.668050e-04 5.485517e-04 5.902561e-04
          6 2.967452e-04 1.902142e-04 3.282158e-04 6.190864e-04
          7 2.158143e-04 1.663192e-04 1.493905e-04 2.878876e-04
          8 1.389571e-04 9.519960e-05 1.407127e-04 2.935523e-04
          9 8.413383e-05 1.106080e-04 1.221430e-04 2.782665e-04
         10 1.092196e-04 9.101664e-05 9.391876e-05 2.142798e-04
         11 9.769273e-05 6.191284e-05 6.620253e-05 1.503577e-04
         12 7.618592e-05 3.322052e-05 5.357759e-05 1.137916e-04
         13 4.123572e-05 2.688216e-05 4.061539e-05 8.337856e-05
         14 2.566238e-05 2.232463e-05 3.254748e-05 6.221935e-05
         15 2.414738e-05 1.446849e-05 2.391161e-05 3.897510e-05
         16 1.920011e-05 1.409760e-05 1.741907e-05 2.329223e-05
         17 1.394812e-05 1.138118e-05 1.185182e-05 1.496816e-05
         18 1.260976e-05 7.777472e-06 6.857111e-06 8.816084e-06
         19 1.048178e-05 8.004653e-06 4.519194e-06 5.250340e-06
         20 6.751515e-06 7.000890e-06 3.167648e-06 3.289978e-06
         21 6.883096e-06 5.998374e-06 2.238665e-06 2.757116e-06
         22 6.762312e-06 5.218157e-06 1.682859e-06 2.424847e-06
         23 6.133630e-06 5.157784e-06 1.350986e-06 2.616853e-06
         24 6.208884e-06 4.854009e-06 1.422128e-06 3.489673e-06
         25 5.597326e-06 3.470462e-06 1.425356e-06 4.300227e-06
         26 5.357062e-06 3.018142e-06 1.338217e-06 4.743240e-06
         27 4.708934e-06 2.585666e-06 1.262484e-06 4.951479e-06
         28 3.357248e-06 2.075530e-06 1.028842e-06 5.481421e-06
         29 2.926207e-06 1.000749e-06 6.471655e-07 5.262856e-06
         30 2.525654e-06 2.635991e-08 7.474208e-08 4.398470e-06
         31 2.144588e-06 0.000000e+00 0.000000e+00 9.297375e-08
         32 1.611044e-06 0.000000e+00 0.000000e+00 0.000000e+00
         33 4.333238e-08 0.000000e+00 0.000000e+00 0.000000e+00
         34 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
         35 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
         36 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
