# Cuts through the PSF

# Note that for the two diagonal cuts, the positions have to be
# computed as x*sqrt(2).

#x [pixels]     psf(x,0)     psf(0,x)     psf(x,x)    psf(x,-x)
       -134 1.134098e-07 8.485372e-08 2.352919e-07 2.352919e-07
       -133 1.173829e-07 8.874868e-08 2.588933e-07 2.284445e-07
       -132 1.262267e-07 9.536095e-08 2.824714e-07 2.455552e-07
       -131 1.193508e-07 9.641211e-08 3.032304e-07 2.657875e-07
       -130 1.180567e-07 9.928663e-08 3.219748e-07 2.898730e-07
       -129 1.237084e-07 1.067168e-07 3.441409e-07 3.092035e-07
       -128 1.240775e-07 1.097279e-07 3.769376e-07 3.396837e-07
       -127 1.280833e-07 1.150387e-07 4.225398e-07 3.713687e-07
       -126 1.347971e-07 1.216859e-07 4.595587e-07 4.125763e-07
       -125 1.363314e-07 1.286030e-07 4.961371e-07 4.395275e-07
       -124 1.414875e-07 1.323270e-07 5.394620e-07 4.787588e-07
       -123 1.338038e-07 1.268059e-07 6.012451e-07 5.196972e-07
       -122 1.327313e-07 1.275355e-07 6.677976e-07 5.809107e-07
       -121 1.348806e-07 1.362943e-07 7.201783e-07 6.283815e-07
       -120 1.385298e-07 1.464500e-07 7.622027e-07 6.702574e-07
       -119 1.450054e-07 1.560038e-07 8.087307e-07 7.018618e-07
       -118 1.475505e-07 1.579237e-07 8.701285e-07 7.458775e-07
       -117 1.607473e-07 1.687666e-07 9.403998e-07 7.933009e-07
       -116 1.854644e-07 1.885805e-07 9.886896e-07 8.378331e-07
       -115 1.922104e-07 1.976301e-07 1.030148e-06 8.597884e-07
       -114 1.848550e-07 2.023166e-07 1.077733e-06 8.904466e-07
       -113 1.897806e-07 2.059604e-07 1.145240e-06 9.362596e-07
       -112 1.919237e-07 2.102394e-07 1.213270e-06 1.007033e-06
       -111 1.898269e-07 2.213858e-07 1.269451e-06 1.072558e-06
       -110 1.860298e-07 2.171893e-07 1.317612e-06 1.123026e-06
       -109 1.934753e-07 2.220394e-07 1.376917e-06 1.164383e-06
       -108 2.039963e-07 2.257942e-07 1.452355e-06 1.203193e-06
       -107 2.056344e-07 2.151027e-07 1.536710e-06 1.243868e-06
       -106 2.161169e-07 2.238858e-07 1.581123e-06 1.296823e-06
       -105 2.458692e-07 2.393375e-07 1.588318e-06 1.331268e-06
       -104 2.669142e-07 2.366983e-07 1.587996e-06 1.338090e-06
       -103 2.656016e-07 2.322613e-07 1.628296e-06 1.338823e-06
       -102 2.758021e-07 2.344957e-07 1.691316e-06 1.356255e-06
       -101 2.820746e-07 2.309465e-07 1.722161e-06 1.377622e-06
       -100 2.764311e-07 2.284865e-07 1.728880e-06 1.381246e-06
        -99 2.883206e-07 2.361397e-07 1.754232e-06 1.383239e-06
        -98 2.993224e-07 2.421272e-07 1.789851e-06 1.394246e-06
        -97 3.035974e-07 2.505147e-07 1.804284e-06 1.396657e-06
        -96 3.159446e-07 2.727289e-07 1.795879e-06 1.375259e-06
        -95 3.431373e-07 3.079552e-07 1.789821e-06 1.356762e-06
        -94 3.808116e-07 3.445815e-07 1.769623e-06 1.342672e-06
        -93 4.079129e-07 3.644945e-07 1.705556e-06 1.301820e-06
        -92 4.235663e-07 3.684690e-07 1.672004e-06 1.244864e-06
        -91 4.260104e-07 3.589981e-07 1.670791e-06 1.218844e-06
        -90 4.245992e-07 3.527306e-07 1.639268e-06 1.197050e-06
        -89 4.305412e-07 3.729344e-07 1.552871e-06 1.152452e-06
        -88 4.163308e-07 3.973915e-07 1.494407e-06 1.102674e-06
        -87 4.090893e-07 4.123992e-07 1.466453e-06 1.083689e-06
        -86 4.220676e-07 4.292994e-07 1.409290e-06 1.064271e-06
        -85 4.408728e-07 4.632653e-07 1.301570e-06 9.640479e-07
        -84 5.221215e-07 5.470075e-07 1.226721e-06 8.424321e-07
        -83 6.161429e-07 6.481722e-07 1.171468e-06 7.805642e-07
        -82 6.601398e-07 7.117285e-07 1.071117e-06 7.432570e-07
        -81 6.834837e-07 7.412318e-07 9.312790e-07 6.567214e-07
        -80 6.624430e-07 7.377739e-07 8.822260e-07 5.594212e-07
        -79 6.412731e-07 7.378501e-07 8.649404e-07 5.231250e-07
        -78 6.743561e-07 7.735431e-07 7.822360e-07 5.053288e-07
        -77 7.008456e-07 8.087013e-07 6.527841e-07 4.586180e-07
        -76 7.244717e-07 8.226368e-07 5.993274e-07 4.106132e-07
        -75 7.410850e-07 8.143423e-07 5.991120e-07 4.015585e-07
        -74 7.628411e-07 8.164487e-07 5.614935e-07 4.148023e-07
        -73 8.037707e-07 8.095080e-07 4.866016e-07 3.901933e-07
        -72 7.808659e-07 7.367602e-07 4.695094e-07 3.678293e-07
        -71 7.409081e-07 7.155393e-07 4.684464e-07 3.501333e-07
        -70 7.644661e-07 7.466847e-07 4.870101e-07 3.288095e-07
        -69 8.131988e-07 7.568873e-07 5.564041e-07 3.482856e-07
        -68 8.595004e-07 7.954552e-07 6.286203e-07 4.111755e-07
        -67 8.686673e-07 7.927667e-07 6.587995e-07 4.501331e-07
        -66 8.733358e-07 7.464122e-07 6.901760e-07 4.694984e-07
        -65 9.042445e-07 7.557691e-07 8.205699e-07 5.049948e-07
        -64 8.589324e-07 7.450873e-07 1.008378e-06 6.165635e-07
        -63 7.741042e-07 7.137135e-07 1.145605e-06 7.708510e-07
        -62 7.904720e-07 7.338460e-07 1.237337e-06 9.198125e-07
        -61 8.428472e-07 7.952758e-07 1.455967e-06 1.129878e-06
        -60 8.968157e-07 9.461924e-07 1.926550e-06 1.440327e-06
