# Radial light profiles 

# radial and cumulative light profiles as a function of the distance
# from the centre of the psf. The first bin runs from r=0 to r=1 (centre=0.5), etc.

#d [pixels] radial_profile cumulative_profile
   0.500000   1.768620e-01       1.768620e-01
   1.500000   5.428624e-02       2.311482e-01
   2.500000   1.620126e-02       2.473495e-01
   3.500000   5.605122e-03       2.529546e-01
   4.500000   1.295080e-03       2.542497e-01
   5.500000   5.151948e-04       2.547649e-01
   6.500000   4.080236e-04       2.551729e-01
   7.500000   3.095004e-04       2.554824e-01
   8.500000   1.678754e-04       2.556503e-01
   9.500000   1.023091e-04       2.557526e-01
  10.500000   9.248257e-05       2.558450e-01
  11.500000   7.992656e-05       2.559250e-01
  12.500000   6.300675e-05       2.559880e-01
  13.500000   5.137713e-05       2.560394e-01
  14.500000   4.362897e-05       2.560830e-01
  15.500000   3.679487e-05       2.561198e-01
  16.500000   3.092271e-05       2.561507e-01
  17.500000   2.674839e-05       2.561775e-01
  18.500000   2.266336e-05       2.562001e-01
  19.500000   1.884890e-05       2.562190e-01
  20.500000   1.598867e-05       2.562350e-01
  21.500000   1.389773e-05       2.562489e-01
  22.500000   1.176883e-05       2.562606e-01
  23.500000   9.784523e-06       2.562704e-01
  24.500000   8.354144e-06       2.562788e-01
  25.500000   7.517483e-06       2.562863e-01
  26.500000   6.997074e-06       2.562933e-01
  27.500000   6.428904e-06       2.562997e-01
  28.500000   5.941196e-06       2.563056e-01
  29.500000   5.540134e-06       2.563112e-01
  30.500000   5.319150e-06       2.563165e-01
  31.500000   5.133159e-06       2.563216e-01
  32.500000   4.869171e-06       2.563265e-01
  33.500000   4.610379e-06       2.563311e-01
  34.500000   4.340244e-06       2.563355e-01
  35.500000   4.167285e-06       2.563396e-01
  36.500000   3.949822e-06       2.563436e-01
  37.500000   3.720620e-06       2.563473e-01
  38.500000   3.491035e-06       2.563508e-01
  39.500000   3.227437e-06       2.563540e-01
  40.500000   2.996689e-06       2.563570e-01
  41.500000   2.771722e-06       2.563598e-01
  42.500000   2.603337e-06       2.563624e-01
  43.500000   2.444281e-06       2.563648e-01
  44.500000   2.297029e-06       2.563671e-01
  45.500000   2.175940e-06       2.563693e-01
  46.500000   2.053276e-06       2.563714e-01
  47.500000   1.949252e-06       2.563733e-01
  48.500000   1.854236e-06       2.563752e-01
  49.500000   1.769936e-06       2.563769e-01
  50.500000   1.688112e-06       2.563786e-01
  51.500000   1.596815e-06       2.563802e-01
  52.500000   1.531569e-06       2.563817e-01
  53.500000   1.469857e-06       2.563832e-01
  54.500000   1.414302e-06       2.563846e-01
  55.500000   1.354949e-06       2.563860e-01
  56.500000   1.290480e-06       2.563873e-01
  57.500000   1.231392e-06       2.563885e-01
  58.500000   1.164707e-06       2.563897e-01
  59.500000   1.108804e-06       2.563908e-01
  60.500000   1.049951e-06       2.563918e-01
  61.500000   9.909786e-07       2.563928e-01
  62.500000   9.365748e-07       2.563938e-01
  63.500000   8.786644e-07       2.563946e-01
  64.500000   8.325259e-07       2.563955e-01
  65.500000   7.820128e-07       2.563963e-01
  66.500000   7.360081e-07       2.563970e-01
  67.500000   6.976147e-07       2.563977e-01
  68.500000   6.556135e-07       2.563983e-01
  69.500000   6.244737e-07       2.563990e-01
  70.500000   5.856274e-07       2.563996e-01
  71.500000   5.534752e-07       2.564001e-01
  72.500000   5.208320e-07       2.564006e-01
  73.500000   4.895019e-07       2.564011e-01
  74.500000   4.651126e-07       2.564016e-01
  75.500000   4.371800e-07       2.564020e-01
  76.500000   4.147242e-07       2.564024e-01
  77.500000   3.921216e-07       2.564028e-01
  78.500000   3.724696e-07       2.564032e-01
  79.500000   3.539515e-07       2.564036e-01
  80.500000   3.331875e-07       2.564039e-01
  81.500000   3.130818e-07       2.564042e-01
  82.500000   2.656217e-07       2.564045e-01
  83.500000   1.962736e-07       2.564047e-01
  84.500000   1.371018e-07       2.564048e-01
  85.500000   1.119066e-07       2.564049e-01
  86.500000   9.669431e-08       2.564050e-01
  87.500000   8.663883e-08       2.564051e-01
  88.500000   7.616578e-08       2.564052e-01
  89.500000   6.889048e-08       2.564052e-01
  90.500000   6.134569e-08       2.564053e-01
  91.500000   5.464160e-08       2.564054e-01
  92.500000   4.958875e-08       2.564054e-01
  93.500000   4.360892e-08       2.564054e-01
  94.500000   3.934124e-08       2.564055e-01
  95.500000   3.570135e-08       2.564055e-01
  96.500000   3.151181e-08       2.564056e-01
