# Radial light profiles 

# radial and cumulative light profiles as a function of the distance
# from the centre of the psf. The first bin runs from r=0 to r=1 (centre=0.5), etc.

#d [pixels] radial_profile cumulative_profile
   0.500000   6.651755e-02       6.651755e-02
   1.500000   4.371234e-02       1.102299e-01
   2.500000   1.606605e-02       1.262959e-01
   3.500000   2.983681e-03       1.292796e-01
   4.500000   2.638573e-03       1.319182e-01
   5.500000   3.179031e-03       1.350972e-01
   6.500000   1.577574e-03       1.366748e-01
   7.500000   4.535135e-04       1.371283e-01
   8.500000   1.948028e-04       1.373231e-01
   9.500000   1.336870e-04       1.374568e-01
  10.500000   1.079796e-04       1.375648e-01
  11.500000   8.741190e-05       1.376522e-01
  12.500000   8.463751e-05       1.377368e-01
  13.500000   9.975640e-05       1.378366e-01
  14.500000   9.124626e-05       1.379278e-01
  15.500000   7.143747e-05       1.379993e-01
  16.500000   5.005321e-05       1.380493e-01
  17.500000   3.149252e-05       1.380808e-01
  18.500000   2.260869e-05       1.381034e-01
  19.500000   1.918729e-05       1.381226e-01
  20.500000   1.947469e-05       1.381421e-01
  21.500000   2.225772e-05       1.381643e-01
  22.500000   2.174232e-05       1.381861e-01
  23.500000   1.880001e-05       1.382049e-01
  24.500000   1.584837e-05       1.382207e-01
  25.500000   1.433128e-05       1.382351e-01
  26.500000   1.327918e-05       1.382483e-01
  27.500000   1.152090e-05       1.382599e-01
  28.500000   1.041311e-05       1.382703e-01
  29.500000   1.035323e-05       1.382806e-01
  30.500000   9.825146e-06       1.382905e-01
  31.500000   8.936570e-06       1.382994e-01
  32.500000   8.096022e-06       1.383075e-01
  33.500000   7.409036e-06       1.383149e-01
  34.500000   6.803467e-06       1.383217e-01
  35.500000   6.135835e-06       1.383278e-01
  36.500000   5.922651e-06       1.383338e-01
  37.500000   5.873927e-06       1.383396e-01
  38.500000   5.329458e-06       1.383450e-01
  39.500000   4.565130e-06       1.383495e-01
  40.500000   4.021886e-06       1.383536e-01
  41.500000   3.771908e-06       1.383573e-01
  42.500000   3.580598e-06       1.383609e-01
